lon,lat,campaign_name,message_template,forecast_message,time,later,week1,week2,week3,week4,clim_later,clim_week1,clim_week2,clim_week3,clim_week4
76,18,3_MAHARASHTRA_Marathi,Early Season 1,"New weather information for farmers: 21 May 2025 

In your locality, after 10 June, the possibility of a continuous rainy season arriving is moderate. (55%, meaning 55 in 100) 

Before 10 June, the possibility of a continuous rainy season arriving is moderate. (45%, meaning 45 in 100) ",2025-05-20,0.334276878945331,0.207933677289704,0.0683255544928222,0.1920407510109872,0.1974231382611553,0.2804715306230346,0.0649690660175505,0.1857281054824106,0.2643890935993163,0.2044422042776877
78,18,4_TELANGANA_Telugu,Early Season 1,"New weather information for farmers: 21 May 2025 

In your locality, after 10 June, the possibility of a continuous rainy season arriving is moderate. (55%, meaning 55 in 100) 

Before 10 June, the possibility of a continuous rainy season arriving is moderate. (45%, meaning 45 in 100) ",2025-05-20,0.3090410532648364,0.2297236756811593,0.0696231213685087,0.1505317216426734,0.241080428042822,0.3426534216943759,0.0524260548878199,0.1391943798204016,0.2283502466945377,0.2373758969028646
80,18,5_TELANGANA_Telugu,Early Season 1,"New weather information for farmers: 21 May 2025 

In your locality, after 10 June, the possibility of a continuous rainy season arriving is moderate. (55%, meaning 55 in 100) 

Before 10 June, the possibility of a continuous rainy season arriving is moderate. (45%, meaning 45 in 100) ",2025-05-20,0.3358353961005832,0.2181343257886673,0.0727507004059674,0.1414699997817263,0.2318095779230554,0.360915415835295,0.0452412573644969,0.1345596936290059,0.2187299549520866,0.2405536782191154
82,18,,,,2025-05-20,0.2936320336601023,0.2316238062781419,0.0756593658551616,0.166435741717706,0.2326490524888881,0.3183164731031816,0.0542673298019038,0.1332259225874328,0.2388354959608761,0.2553547785466055
84,18,,,,2025-05-20,,,,,,0.997015633753155,4.4380330571967425e-06,6.573811477662554e-05,0.0004800606602479,0.0024341294387631
86,18,,,,2025-05-20,,,,,,0.997015633753155,4.4380330571967425e-06,6.573811477662554e-05,0.0004800606602479,0.0024341294387631
88,18,,,,2025-05-20,,,,,,0.997015633753155,4.4380330571967425e-06,6.573811477662554e-05,0.0004800606602479,0.0024341294387631
76,20,7_MAHARASHTRA_Marathi,Early Season 1,"New weather information for farmers: 21 May 2025 

In your locality, after 10 June, the possibility of a continuous rainy season arriving is high . (70%, meaning 70 in 100) 

Before 10 June, the possibility of a continuous rainy season arriving is low. (30%, meaning 30 in 100) ",2025-05-20,0.4680958261862996,0.1615442825712516,0.0523830399333361,0.1022448395514604,0.2157320117576521,0.4134604639429936,0.0261047767166245,0.0958202353471174,0.2068365772784069,0.2577779467148572
78,20,8_TELANGANA_Telugu,Early Season 1,"New weather information for farmers: 21 May 2025 

In your locality, after 10 June, the possibility of a continuous rainy season arriving is high . (75%, meaning 75 in 100) 

Before 10 June, the possibility of a continuous rainy season arriving is low. (25%, meaning 25 in 100) ",2025-05-20,0.4186819250403911,0.0552837028520772,0.0890625508400393,0.1288612340109393,0.3081105872565531,0.4774270717921194,0.0042256013266331,0.0649605640310927,0.1901653830492155,0.2632213798009392
80,20,9_MAHARASHTRA_Marathi,Early Season 1,"New weather information for farmers: 21 May 2025 

In your locality, after 10 June, the possibility of a continuous rainy season arriving is high . (75%, meaning 75 in 100) 

Before 10 June, the possibility of a continuous rainy season arriving is low. (25%, meaning 25 in 100) ",2025-05-20,0.4192450436403677,0.0827671260743501,0.0431118028115384,0.1068838777228187,0.3479921497509249,0.4784558020098945,0.0168402883510045,0.0673751371286329,0.1647564594099391,0.2725723131005289
82,20,10_ODISHA_Odia,Early Season 1,"New weather information for farmers: 21 May 2025 

In your locality, after 10 June, the possibility of a continuous rainy season arriving is high . (70%, meaning 70 in 100) 

Before 10 June, the possibility of a continuous rainy season arriving is low. (30%, meaning 30 in 100) ",2025-05-20,0.3517768286660697,0.0602529151815564,0.0481540162979183,0.1864116356777135,0.3534046041767421,0.4011503152292837,0.0211538314401725,0.083897554591215,0.2157350669149707,0.2780632318243579
84,20,11_ODISHA_Odia,Early Season 1,"New weather information for farmers: 21 May 2025 

In your locality, after 10 June, the possibility of a continuous rainy season arriving is high . (65%, meaning 65 in 100) 

Before 10 June, the possibility of a continuous rainy season arriving is low. (35%, meaning 35 in 100) ",2025-05-20,0.4097054815973555,0.0938182617728674,0.0643510702240845,0.17245649237823,0.2596686940274627,0.3596996815749185,0.0354030030764308,0.1131074911325105,0.2233624607933571,0.2684273634227829
86,20,,,,2025-05-20,,,,,,0.997015633753155,4.4380330571967425e-06,6.573811477662554e-05,0.0004800606602479,0.0024341294387631
88,20,,,,2025-05-20,,,,,,0.997015633753155,4.4380330571967425e-06,6.573811477662554e-05,0.0004800606602479,0.0024341294387631
76,22,14_MAHARASHTRA_Marathi,Early Season 1,"New weather information for farmers: 21 May 2025 

In your locality, after 17 June, the possibility of a continuous rainy season arriving is high . (70%, meaning 70 in 100) 

Before 17 June, the possibility of a continuous rainy season arriving is low. (30%, meaning 30 in 100) ",2025-05-20,0.6827082725831995,0.0267321438446827,0.0208722880707839,0.0576729845172746,0.212014310984059,0.5621114752639247,0.0116168493042164,0.053563788000104,0.1315125172060574,0.2411953702256973
78,22,15_MADHYA PRADESH_Hindi,Early Season 1,"New weather information for farmers: 21 May 2025 

In your locality, after 10 June, the possibility of a continuous rainy season arriving is very high. (85%, meaning 85 in 100) 

Before 10 June, the possibility of a continuous rainy season arriving is very low. (15%, meaning 15 in 100) ",2025-05-20,0.5858551196132724,0.0157921516871663,0.0252713580513364,0.0910056909043781,0.2820756797438468,0.5348864701513796,0.008976068479989,0.0515821213147932,0.149900559779944,0.2546547802738941
80,22,16_CHHATTISGARH_Hindi,Early Season 1,"New weather information for farmers: 21 May 2025 

In your locality, after 10 June, the possibility of a continuous rainy season arriving is very high. (90%, meaning 90 in 100) 

Before 10 June, the possibility of a continuous rainy season arriving is very low. (10%, meaning 10 in 100) ",2025-05-20,0.5599689928685543,0.0088038785817829,0.0170491373703835,0.0976058044463162,0.3165721867329628,0.532315360484081,0.0091127140845268,0.0473930082250691,0.1487037193358425,0.2624751978704804
